click_id,touch_id,campaign_id,user_id,click_time
CLK01398,T01398,C002,U0078,2026-05-02 08:21:00
CLK01401,T01401,C004,U0085,2026-05-02 08:24:00
CLK01404,T01404,C005,U0035,2026-05-02 08:27:00
CLK01407,T01407,C002,U0123,2026-05-02 08:30:00
CLK01410,T01410,C003,U0189,2026-05-02 08:33:00
CLK01413,T01413,C004,U0072,2026-05-02 08:36:00
CLK01416,T01416,C002,U0152,2026-05-02 08:39:00
CLK01419,T01419,C004,U0182,2026-05-02 08:42:00
CLK01422,T01422,C001,U0105,2026-05-02 08:45:00
CLK01425,T01425,C003,U0169,2026-05-02 08:48:00
CLK01428,T01428,C001,U0115,2026-05-02 08:51:00
CLK01431,T01431,C005,U0130,2026-05-02 08:54:00
CLK01434,T01434,C005,U0153,2026-05-02 08:57:00
CLK01437,T01437,C003,U0043,2026-05-02 09:00:00
CLK01440,T01440,C004,U0193,2026-05-02 09:03:00
CLK01443,T01443,C001,U0067,2026-05-02 09:06:00
CLK01446,T01446,C005,U0177,2026-05-02 09:09:00
CLK01449,T01449,C004,U0119,2026-05-02 09:12:00
CLK01452,T01452,C003,U0007,2026-05-02 09:15:00
CLK01455,T01455,C001,U0030,2026-05-02 09:18:00
CLK01458,T01458,C004,U0053,2026-05-02 09:21:00
CLK01461,T01461,C001,U0113,2026-05-02 09:24:00
CLK01464,T01464,C001,U0182,2026-05-02 09:27:00
CLK01467,T01467,C001,U0174,2026-05-02 09:30:00
CLK01470,T01470,C002,U0142,2026-05-02 09:33:00
CLK01473,T01473,C004,U0060,2026-05-02 09:36:00
CLK01476,T01476,C004,U0102,2026-05-02 09:39:00
CLK01479,T01479,C004,U0152,2026-05-02 09:42:00
CLK01482,T01482,C002,U0053,2026-05-02 09:45:00
CLK01485,T01485,C001,U0138,2026-05-02 09:48:00
CLK01488,T01488,C004,U0030,2026-05-02 09:51:00
CLK01491,T01491,C003,U0153,2026-05-02 09:54:00
CLK01494,T01494,C001,U0090,2026-05-02 09:57:00
CLK01497,T01497,C003,U0158,2026-05-02 10:00:00
CLK01500,T01500,C001,U0062,2026-05-02 10:03:00
CLK01503,T01503,C002,U0131,2026-05-02 10:06:00
CLK01506,T01506,C005,U0099,2026-05-02 10:09:00
CLK01509,T01509,C005,U0178,2026-05-02 10:12:00
CLK01512,T01512,C003,U0036,2026-05-02 10:15:00
CLK01515,T01515,C001,U0092,2026-05-02 10:18:00
CLK01518,T01518,C004,U0144,2026-05-02 10:21:00
CLK01521,T01521,C004,U0107,2026-05-02 10:24:00
CLK01524,T01524,C005,U0008,2026-05-02 10:27:00
CLK01527,T01527,C002,U0138,2026-05-02 10:30:00
CLK01530,T01530,C004,U0141,2026-05-02 10:33:00
CLK01533,T01533,C003,U0199,2026-05-02 10:36:00
CLK01536,T01536,C001,U0195,2026-05-02 10:39:00
CLK01539,T01539,C001,U0189,2026-05-02 10:42:00
CLK01542,T01542,C003,U0090,2026-05-02 10:45:00
CLK01545,T01545,C002,U0054,2026-05-02 10:48:00
CLK01548,T01548,C005,U0162,2026-05-02 10:51:00
CLK01551,T01551,C002,U0053,2026-05-02 10:54:00
CLK01554,T01554,C003,U0153,2026-05-02 10:57:00
CLK01557,T01557,C003,U0075,2026-05-02 11:00:00
CLK01560,T01560,C001,U0035,2026-05-02 11:03:00
CLK01563,T01563,C002,U0180,2026-05-02 11:06:00
CLK01566,T01566,C003,U0064,2026-05-02 11:09:00
CLK01569,T01569,C003,U0161,2026-05-02 11:12:00
CLK01572,T01572,C001,U0104,2026-05-02 11:15:00
CLK01575,T01575,C003,U0117,2026-05-02 11:18:00
CLK01578,T01578,C001,U0188,2026-05-02 11:21:00
CLK01581,T01581,C005,U0102,2026-05-02 11:24:00
CLK01584,T01584,C003,U0083,2026-05-02 11:27:00
CLK01587,T01587,C002,U0145,2026-05-02 11:30:00
CLK01590,T01590,C001,U0161,2026-05-02 11:33:00
CLK01593,T01593,C004,U0117,2026-05-02 11:36:00
CLK01596,T01596,C002,U0167,2026-05-02 11:39:00
CLK01599,T01599,C003,U0065,2026-05-02 11:42:00
CLK01602,T01602,C004,U0161,2026-05-02 11:45:00
CLK01605,T01605,C001,U0181,2026-05-02 11:48:00
CLK01608,T01608,C001,U0034,2026-05-02 11:51:00
CLK01611,T01611,C004,U0003,2026-05-02 11:54:00
CLK01614,T01614,C004,U0178,2026-05-02 11:57:00
CLK01617,T01617,C004,U0023,2026-05-02 12:00:00
CLK01620,T01620,C003,U0036,2026-05-02 12:03:00
CLK01623,T01623,C002,U0018,2026-05-02 12:06:00
CLK01626,T01626,C002,U0113,2026-05-02 12:09:00
CLK01629,T01629,C002,U0106,2026-05-02 12:12:00
CLK01632,T01632,C001,U0026,2026-05-02 12:15:00
CLK01635,T01635,C004,U0090,2026-05-02 12:18:00
CLK01638,T01638,C003,U0166,2026-05-02 12:21:00
CLK01641,T01641,C005,U0185,2026-05-02 12:24:00
CLK01644,T01644,C003,U0053,2026-05-02 12:27:00
CLK01647,T01647,C004,U0076,2026-05-02 12:30:00
CLK01650,T01650,C001,U0062,2026-05-02 12:33:00
CLK01653,T01653,C005,U0004,2026-05-02 12:36:00
CLK01656,T01656,C005,U0108,2026-05-02 12:39:00
CLK01659,T01659,C004,U0198,2026-05-02 12:42:00
CLK01662,T01662,C001,U0068,2026-05-02 12:45:00
CLK01665,T01665,C005,U0074,2026-05-02 12:48:00
CLK01668,T01668,C004,U0022,2026-05-02 12:51:00
CLK01671,T01671,C003,U0022,2026-05-02 12:54:00
CLK01674,T01674,C002,U0138,2026-05-02 12:57:00
CLK01677,T01677,C001,U0080,2026-05-02 13:00:00
CLK01680,T01680,C002,U0023,2026-05-02 13:03:00
CLK01683,T01683,C005,U0015,2026-05-02 13:06:00
CLK01686,T01686,C001,U0182,2026-05-02 13:09:00
CLK01689,T01689,C004,U0089,2026-05-02 13:12:00
CLK01692,T01692,C003,U0033,2026-05-02 13:15:00
CLK01695,T01695,C001,U0086,2026-05-02 13:18:00
CLK01698,T01698,C003,U0183,2026-05-02 13:21:00
CLK01701,T01701,C004,U0131,2026-05-02 13:24:00
CLK01704,T01704,C002,U0095,2026-05-02 13:27:00
CLK01707,T01707,C001,U0059,2026-05-02 13:30:00
CLK01710,T01710,C002,U0012,2026-05-02 13:33:00
CLK01713,T01713,C002,U0010,2026-05-02 13:36:00
CLK01716,T01716,C003,U0064,2026-05-02 13:39:00
CLK01719,T01719,C001,U0147,2026-05-02 13:42:00
CLK01722,T01722,C001,U0046,2026-05-02 13:45:00
CLK01725,T01725,C001,U0120,2026-05-02 13:48:00
CLK01728,T01728,C001,U0142,2026-05-02 13:51:00
CLK01731,T01731,C003,U0145,2026-05-02 13:54:00
CLK01734,T01734,C004,U0095,2026-05-02 13:57:00
CLK01737,T01737,C005,U0195,2026-05-02 14:00:00
CLK01740,T01740,C001,U0060,2026-05-02 14:03:00
CLK01743,T01743,C001,U0195,2026-05-02 14:06:00
CLK01746,T01746,C002,U0136,2026-05-02 14:09:00
CLK01749,T01749,C002,U0183,2026-05-02 14:12:00
CLK01752,T01752,C005,U0106,2026-05-02 14:15:00
CLK01755,T01755,C001,U0130,2026-05-02 14:18:00
CLK01758,T01758,C005,U0146,2026-05-02 14:21:00
CLK01761,T01761,C003,U0067,2026-05-02 14:24:00
CLK01764,T01764,C004,U0070,2026-05-02 14:27:00
CLK01767,T01767,C005,U0028,2026-05-02 14:30:00
CLK01770,T01770,C004,U0081,2026-05-02 14:33:00
CLK01773,T01773,C002,U0116,2026-05-02 14:36:00
CLK01776,T01776,C001,U0041,2026-05-02 14:39:00
CLK01779,T01779,C002,U0084,2026-05-02 14:42:00
CLK01782,T01782,C004,U0132,2026-05-02 14:45:00
CLK01785,T01785,C002,U0008,2026-05-02 14:48:00
CLK01788,T01788,C005,U0064,2026-05-02 14:51:00
CLK01791,T01791,C001,U0004,2026-05-02 14:54:00
CLK01794,T01794,C002,U0103,2026-05-02 14:57:00
CLK01797,T01797,C005,U0067,2026-05-02 15:00:00
CLK01800,T01800,C004,U0033,2026-05-02 15:03:00
CLK01803,T01803,C004,U0013,2026-05-02 15:06:00
CLK01806,T01806,C004,U0128,2026-05-02 15:09:00
CLK01809,T01809,C003,U0055,2026-05-02 15:12:00
CLK01812,T01812,C002,U0009,2026-05-02 15:15:00
CLK01815,T01815,C003,U0128,2026-05-02 15:18:00
CLK01818,T01818,C001,U0072,2026-05-02 15:21:00
CLK01821,T01821,C005,U0064,2026-05-02 15:24:00
CLK01824,T01824,C003,U0123,2026-05-02 15:27:00
CLK01827,T01827,C005,U0083,2026-05-02 15:30:00
CLK01830,T01830,C003,U0153,2026-05-02 15:33:00
CLK01833,T01833,C004,U0136,2026-05-02 15:36:00
CLK01836,T01836,C002,U0026,2026-05-02 15:39:00
CLK01839,T01839,C005,U0189,2026-05-02 15:42:00
CLK01842,T01842,C004,U0091,2026-05-02 15:45:00
CLK01845,T01845,C003,U0189,2026-05-02 15:48:00
CLK01848,T01848,C003,U0146,2026-05-02 15:51:00
CLK01851,T01851,C004,U0139,2026-05-02 15:54:00
CLK01854,T01854,C001,U0015,2026-05-02 15:57:00
CLK01857,T01857,C005,U0123,2026-05-02 16:00:00
CLK01860,T01860,C002,U0088,2026-05-02 16:03:00
CLK01863,T01863,C002,U0151,2026-05-02 16:06:00
CLK01866,T01866,C003,U0019,2026-05-02 16:09:00
CLK01869,T01869,C001,U0087,2026-05-02 16:12:00
CLK01872,T01872,C004,U0164,2026-05-02 16:15:00
CLK01875,T01875,C005,U0178,2026-05-02 16:18:00
CLK01878,T01878,C005,U0045,2026-05-02 16:21:00
CLK01881,T01881,C002,U0187,2026-05-02 16:24:00
CLK01884,T01884,C005,U0009,2026-05-02 16:27:00
CLK01887,T01887,C002,U0164,2026-05-02 16:30:00
CLK01890,T01890,C003,U0191,2026-05-02 16:33:00
CLK01893,T01893,C002,U0163,2026-05-02 16:36:00
CLK01896,T01896,C001,U0068,2026-05-02 16:39:00
CLK01899,T01899,C003,U0028,2026-05-02 16:42:00
CLK01902,T01902,C004,U0043,2026-05-02 16:45:00
CLK01905,T01905,C005,U0097,2026-05-02 16:48:00
CLK01908,T01908,C002,U0042,2026-05-02 16:51:00
CLK01911,T01911,C001,U0082,2026-05-02 16:54:00
CLK01914,T01914,C002,U0097,2026-05-02 16:57:00
CLK01917,T01917,C001,U0087,2026-05-02 17:00:00
CLK01920,T01920,C001,U0111,2026-05-02 17:03:00
CLK01923,T01923,C001,U0026,2026-05-02 17:06:00
CLK01926,T01926,C005,U0185,2026-05-02 17:09:00
CLK01929,T01929,C002,U0025,2026-05-02 17:12:00
CLK01932,T01932,C004,U0040,2026-05-02 17:15:00
CLK01935,T01935,C001,U0076,2026-05-02 17:18:00
CLK01938,T01938,C001,U0053,2026-05-02 17:21:00
CLK01941,T01941,C004,U0030,2026-05-02 17:24:00
CLK01944,T01944,C003,U0024,2026-05-02 17:27:00
CLK01947,T01947,C004,U0095,2026-05-02 17:30:00
CLK01950,T01950,C004,U0120,2026-05-02 17:33:00
CLK01953,T01953,C001,U0039,2026-05-02 17:36:00
CLK01956,T01956,C004,U0194,2026-05-02 17:39:00
CLK01959,T01959,C004,U0134,2026-05-02 17:42:00
CLK01962,T01962,C002,U0122,2026-05-02 17:45:00
CLK01965,T01965,C001,U0129,2026-05-02 17:48:00
CLK01968,T01968,C005,U0038,2026-05-02 17:51:00
CLK01971,T01971,C002,U0055,2026-05-02 17:54:00
CLK01974,T01974,C001,U0175,2026-05-02 17:57:00
CLK01977,T01977,C003,U0082,2026-05-02 18:00:00
CLK01980,T01980,C004,U0142,2026-05-02 18:03:00
CLK01983,T01983,C001,U0180,2026-05-02 18:06:00
CLK01986,T01986,C001,U0107,2026-05-02 18:09:00
CLK01989,T01989,C005,U0195,2026-05-02 18:12:00
CLK01992,T01992,C001,U0074,2026-05-02 18:15:00
CLK01995,T01995,C004,U0168,2026-05-02 18:18:00
CLK01998,T01998,C001,U0045,2026-05-02 18:21:00
