touch_id,campaign_id,user_id,channel_id,touch_status,touch_time
T00436,C005,U0041,app_push,exposed,2026-05-01 16:16:00
T00437,C001,U0114,app_push,exposed,2026-05-01 16:17:00
T00438,C003,U0151,app_push,exposed,2026-05-01 16:18:00
T00439,C003,U0164,app_push,exposed,2026-05-01 16:19:00
T00440,C004,U0177,app_push,exposed,2026-05-01 16:20:00
T00441,C003,U0117,app_push,exposed,2026-05-01 16:21:00
T00442,C003,U0051,app_push,exposed,2026-05-01 16:22:00
T00443,C004,U0124,app_push,exposed,2026-05-01 16:23:00
T00444,C001,U0061,app_push,exposed,2026-05-01 16:24:00
T00445,C004,U0147,app_push,exposed,2026-05-01 16:25:00
T00446,C003,U0148,app_push,exposed,2026-05-01 16:26:00
T00447,C003,U0180,app_push,exposed,2026-05-01 16:27:00
T00448,C003,U0006,app_push,exposed,2026-05-01 16:28:00
T00449,C004,U0071,app_push,exposed,2026-05-01 16:29:00
T00450,C001,U0145,app_push,exposed,2026-05-01 16:30:00
T00451,C001,U0156,app_push,exposed,2026-05-01 16:31:00
T00452,C004,U0074,app_push,exposed,2026-05-01 16:32:00
T00453,C002,U0156,wechat,exposed,2026-05-01 16:33:00
T00454,C003,U0057,app_push,exposed,2026-05-01 16:34:00
T00455,C002,U0159,wechat,exposed,2026-05-01 16:35:00
T00456,C003,U0174,app_push,exposed,2026-05-01 16:36:00
T00457,C002,U0161,wechat,exposed,2026-05-01 16:37:00
T00458,C001,U0161,app_push,exposed,2026-05-01 16:38:00
T00459,C001,U0080,app_push,exposed,2026-05-01 16:39:00
T00460,C004,U0009,app_push,exposed,2026-05-01 16:40:00
T00461,C005,U0094,app_push,exposed,2026-05-01 16:41:00
T00462,C002,U0024,wechat,exposed,2026-05-01 16:42:00
T00463,C003,U0084,app_push,exposed,2026-05-01 16:43:00
T00464,C004,U0045,app_push,exposed,2026-05-01 16:44:00
T00465,C002,U0034,wechat,exposed,2026-05-01 16:45:00
T00466,C005,U0094,app_push,exposed,2026-05-01 16:46:00
T00467,C005,U0129,app_push,exposed,2026-05-01 16:47:00
T00468,C003,U0043,app_push,exposed,2026-05-01 16:48:00
T00469,C003,U0124,app_push,exposed,2026-05-01 16:49:00
T00470,C003,U0192,app_push,exposed,2026-05-01 16:50:00
T00471,C003,U0030,app_push,exposed,2026-05-01 16:51:00
T00472,C004,U0020,app_push,exposed,2026-05-01 16:52:00
T00473,C002,U0194,wechat,exposed,2026-05-01 16:53:00
T00474,C002,U0174,wechat,exposed,2026-05-01 16:54:00
T00475,C004,U0143,app_push,exposed,2026-05-01 16:55:00
T00476,C003,U0024,app_push,exposed,2026-05-01 16:56:00
T00477,C004,U0004,app_push,exposed,2026-05-01 16:57:00
T00478,C003,U0138,app_push,exposed,2026-05-01 16:58:00
T00479,C001,U0117,app_push,exposed,2026-05-01 16:59:00
T00480,C003,U0173,app_push,exposed,2026-05-01 17:00:00
T00481,C003,U0150,app_push,exposed,2026-05-01 17:01:00
T00482,C004,U0164,app_push,exposed,2026-05-01 17:02:00
T00483,C003,U0028,app_push,exposed,2026-05-01 17:03:00
T00484,C002,U0121,wechat,exposed,2026-05-01 17:04:00
T00485,C001,U0159,app_push,exposed,2026-05-01 17:05:00
T00486,C005,U0084,app_push,exposed,2026-05-01 17:06:00
T00487,C005,U0057,app_push,exposed,2026-05-01 17:07:00
T00488,C001,U0163,app_push,exposed,2026-05-01 17:08:00
T00489,C004,U0180,app_push,exposed,2026-05-01 17:09:00
T00490,C003,U0167,app_push,exposed,2026-05-01 17:10:00
T00491,C004,U0030,app_push,exposed,2026-05-01 17:11:00
T00492,C002,U0012,wechat,exposed,2026-05-01 17:12:00
T00493,C001,U0078,app_push,exposed,2026-05-01 17:13:00
T00494,C004,U0030,app_push,exposed,2026-05-01 17:14:00
T00495,C001,U0061,app_push,exposed,2026-05-01 17:15:00
T00496,C005,U0035,app_push,exposed,2026-05-01 17:16:00
T00497,C004,U0117,app_push,exposed,2026-05-01 17:17:00
T00498,C003,U0172,app_push,exposed,2026-05-01 17:18:00
T00499,C005,U0108,app_push,exposed,2026-05-01 17:19:00
T00500,C005,U0191,app_push,exposed,2026-05-01 17:20:00
T00501,C002,U0107,wechat,exposed,2026-05-01 17:21:00
T00502,C001,U0126,app_push,exposed,2026-05-01 17:22:00
T00503,C005,U0105,app_push,exposed,2026-05-01 17:23:00
T00504,C003,U0009,app_push,exposed,2026-05-01 17:24:00
T00505,C003,U0056,app_push,exposed,2026-05-01 17:25:00
T00506,C004,U0114,app_push,exposed,2026-05-01 17:26:00
T00507,C002,U0093,wechat,exposed,2026-05-01 17:27:00
T00508,C001,U0176,app_push,exposed,2026-05-01 17:28:00
T00509,C003,U0140,app_push,exposed,2026-05-01 17:29:00
T00510,C003,U0016,app_push,exposed,2026-05-01 17:30:00
T00511,C004,U0071,app_push,exposed,2026-05-01 17:31:00
T00512,C002,U0032,wechat,exposed,2026-05-01 17:32:00
T00513,C004,U0024,app_push,exposed,2026-05-01 17:33:00
T00514,C002,U0165,wechat,exposed,2026-05-01 17:34:00
T00515,C005,U0006,app_push,exposed,2026-05-01 17:35:00
T00516,C001,U0086,app_push,exposed,2026-05-01 17:36:00
T00517,C002,U0033,wechat,exposed,2026-05-01 17:37:00
T00518,C005,U0053,app_push,exposed,2026-05-01 17:38:00
T00519,C001,U0196,app_push,exposed,2026-05-01 17:39:00
T00520,C005,U0054,app_push,exposed,2026-05-01 17:40:00
T00521,C005,U0056,app_push,exposed,2026-05-01 17:41:00
T00522,C002,U0085,wechat,exposed,2026-05-01 17:42:00
T00523,C002,U0153,wechat,exposed,2026-05-01 17:43:00
T00524,C001,U0071,app_push,exposed,2026-05-01 17:44:00
T00525,C002,U0034,wechat,exposed,2026-05-01 17:45:00
T00526,C005,U0065,app_push,exposed,2026-05-01 17:46:00
T00527,C002,U0029,wechat,exposed,2026-05-01 17:47:00
T00528,C001,U0034,app_push,exposed,2026-05-01 17:48:00
T00529,C001,U0092,app_push,exposed,2026-05-01 17:49:00
T00530,C002,U0151,wechat,exposed,2026-05-01 17:50:00
T00531,C003,U0005,app_push,exposed,2026-05-01 17:51:00
T00532,C002,U0068,wechat,exposed,2026-05-01 17:52:00
T00533,C001,U0033,app_push,exposed,2026-05-01 17:53:00
T00534,C004,U0135,app_push,exposed,2026-05-01 17:54:00
T00535,C001,U0191,app_push,exposed,2026-05-01 17:55:00
T00536,C001,U0122,app_push,exposed,2026-05-01 17:56:00
T00537,C004,U0200,app_push,exposed,2026-05-01 17:57:00
T00538,C003,U0132,app_push,exposed,2026-05-01 17:58:00
T00539,C005,U0028,app_push,exposed,2026-05-01 17:59:00
T00540,C004,U0129,app_push,exposed,2026-05-01 18:00:00
T00541,C002,U0158,wechat,exposed,2026-05-01 18:01:00
T00542,C001,U0187,app_push,exposed,2026-05-01 18:02:00
T00543,C005,U0078,app_push,exposed,2026-05-01 18:03:00
T00544,C004,U0165,app_push,exposed,2026-05-01 18:04:00
T00545,C001,U0016,app_push,exposed,2026-05-01 18:05:00
T00546,C004,U0103,app_push,exposed,2026-05-01 18:06:00
T00547,C004,U0176,app_push,exposed,2026-05-01 18:07:00
T00548,C001,U0126,app_push,exposed,2026-05-01 18:08:00
T00549,C004,U0019,app_push,exposed,2026-05-01 18:09:00
T00550,C001,U0083,app_push,exposed,2026-05-01 18:10:00
T00551,C005,U0038,app_push,exposed,2026-05-01 18:11:00
T00552,C001,U0033,app_push,exposed,2026-05-01 18:12:00
T00553,C003,U0160,app_push,exposed,2026-05-01 18:13:00
T00554,C005,U0141,app_push,exposed,2026-05-01 18:14:00
T00555,C003,U0098,app_push,exposed,2026-05-01 18:15:00
T00556,C005,U0136,app_push,exposed,2026-05-01 18:16:00
T00557,C003,U0117,app_push,exposed,2026-05-01 18:17:00
T00558,C005,U0155,app_push,exposed,2026-05-01 18:18:00
T00559,C004,U0026,app_push,exposed,2026-05-01 18:19:00
T00560,C001,U0168,app_push,exposed,2026-05-01 18:20:00
T00561,C005,U0185,app_push,exposed,2026-05-01 18:21:00
T00562,C002,U0111,wechat,exposed,2026-05-01 18:22:00
T00563,C004,U0059,app_push,exposed,2026-05-01 18:23:00
T00564,C004,U0087,app_push,exposed,2026-05-01 18:24:00
T00565,C004,U0103,app_push,exposed,2026-05-01 18:25:00
T00566,C004,U0187,app_push,exposed,2026-05-01 18:26:00
T00567,C001,U0081,app_push,exposed,2026-05-01 18:27:00
T00568,C004,U0081,app_push,exposed,2026-05-01 18:28:00
T00569,C003,U0096,app_push,exposed,2026-05-01 18:29:00
T00570,C002,U0176,wechat,exposed,2026-05-01 18:30:00
T00571,C004,U0018,app_push,exposed,2026-05-01 18:31:00
T00572,C001,U0022,app_push,exposed,2026-05-01 18:32:00
T00573,C001,U0111,app_push,exposed,2026-05-01 18:33:00
T00574,C001,U0191,app_push,exposed,2026-05-01 18:34:00
T00575,C003,U0034,app_push,exposed,2026-05-01 18:35:00
T00576,C005,U0016,app_push,exposed,2026-05-01 18:36:00
T00577,C005,U0144,app_push,exposed,2026-05-01 18:37:00
T00578,C005,U0085,app_push,exposed,2026-05-01 18:38:00
T00579,C001,U0106,app_push,exposed,2026-05-01 18:39:00
T00580,C003,U0171,app_push,exposed,2026-05-01 18:40:00
T00581,C004,U0185,app_push,exposed,2026-05-01 18:41:00
T00582,C001,U0074,app_push,exposed,2026-05-01 18:42:00
T00583,C005,U0080,app_push,exposed,2026-05-01 18:43:00
T00584,C003,U0027,app_push,exposed,2026-05-01 18:44:00
T00585,C005,U0130,app_push,exposed,2026-05-01 18:45:00
T00586,C002,U0040,wechat,exposed,2026-05-01 18:46:00
T00587,C004,U0058,app_push,exposed,2026-05-01 18:47:00
T00588,C001,U0090,app_push,exposed,2026-05-01 18:48:00
T00589,C005,U0095,app_push,exposed,2026-05-01 18:49:00
T00590,C001,U0196,app_push,exposed,2026-05-01 18:50:00
T00591,C003,U0147,app_push,exposed,2026-05-01 18:51:00
T00592,C002,U0110,wechat,exposed,2026-05-01 18:52:00
T00593,C005,U0197,app_push,exposed,2026-05-01 18:53:00
T00594,C005,U0158,app_push,exposed,2026-05-01 18:54:00
T00595,C005,U0007,app_push,exposed,2026-05-01 18:55:00
T00596,C005,U0169,app_push,exposed,2026-05-01 18:56:00
T00597,C003,U0008,app_push,exposed,2026-05-01 18:57:00
T00598,C002,U0070,wechat,exposed,2026-05-01 18:58:00
T00599,C003,U0087,app_push,exposed,2026-05-01 18:59:00
T00600,C003,U0002,app_push,exposed,2026-05-01 19:00:00
T00601,C002,U0037,wechat,exposed,2026-05-01 19:01:00
T00602,C005,U0169,app_push,exposed,2026-05-01 19:02:00
T00603,C004,U0018,app_push,exposed,2026-05-01 19:03:00
T00604,C002,U0190,wechat,exposed,2026-05-01 19:04:00
T00605,C001,U0024,app_push,exposed,2026-05-01 19:05:00
T00606,C005,U0056,app_push,exposed,2026-05-01 19:06:00
T00607,C004,U0108,app_push,exposed,2026-05-01 19:07:00
T00608,C004,U0088,app_push,exposed,2026-05-01 19:08:00
T00609,C002,U0095,wechat,exposed,2026-05-01 19:09:00
T00610,C003,U0185,app_push,exposed,2026-05-01 19:10:00
T00611,C003,U0199,app_push,exposed,2026-05-01 19:11:00
T00612,C005,U0153,app_push,exposed,2026-05-01 19:12:00
T00613,C001,U0014,app_push,exposed,2026-05-01 19:13:00
T00614,C002,U0041,wechat,exposed,2026-05-01 19:14:00
T00615,C005,U0013,app_push,exposed,2026-05-01 19:15:00
T00616,C001,U0070,app_push,exposed,2026-05-01 19:16:00
T00617,C004,U0170,app_push,exposed,2026-05-01 19:17:00
T00618,C004,U0125,app_push,exposed,2026-05-01 19:18:00
T00619,C005,U0114,app_push,exposed,2026-05-01 19:19:00
T00620,C004,U0070,app_push,exposed,2026-05-01 19:20:00
T00621,C002,U0194,wechat,exposed,2026-05-01 19:21:00
T00622,C005,U0030,app_push,exposed,2026-05-01 19:22:00
T00623,C003,U0111,app_push,exposed,2026-05-01 19:23:00
T00624,C001,U0073,app_push,exposed,2026-05-01 19:24:00
T00625,C005,U0125,app_push,exposed,2026-05-01 19:25:00
T00626,C005,U0171,app_push,exposed,2026-05-01 19:26:00
T00627,C003,U0012,app_push,exposed,2026-05-01 19:27:00
T00628,C002,U0102,wechat,exposed,2026-05-01 19:28:00
T00629,C005,U0015,app_push,exposed,2026-05-01 19:29:00
T00630,C001,U0053,app_push,exposed,2026-05-01 19:30:00
T00631,C003,U0055,app_push,exposed,2026-05-01 19:31:00
T00632,C002,U0196,wechat,exposed,2026-05-01 19:32:00
T00633,C003,U0075,app_push,exposed,2026-05-01 19:33:00
T00634,C003,U0031,app_push,exposed,2026-05-01 19:34:00
T00635,C001,U0128,app_push,exposed,2026-05-01 19:35:00
T00636,C004,U0045,app_push,exposed,2026-05-01 19:36:00
T00637,C002,U0098,wechat,exposed,2026-05-01 19:37:00
T00638,C005,U0181,app_push,exposed,2026-05-01 19:38:00
T00639,C002,U0129,wechat,exposed,2026-05-01 19:39:00
T00640,C005,U0172,app_push,exposed,2026-05-01 19:40:00
T00641,C003,U0019,app_push,exposed,2026-05-01 19:41:00
T00642,C004,U0190,app_push,exposed,2026-05-01 19:42:00
T00643,C001,U0112,app_push,exposed,2026-05-01 19:43:00
T00644,C001,U0118,app_push,exposed,2026-05-01 19:44:00
T00645,C001,U0081,app_push,exposed,2026-05-01 19:45:00
T00646,C005,U0110,app_push,exposed,2026-05-01 19:46:00
T00647,C005,U0104,app_push,exposed,2026-05-01 19:47:00
T00648,C004,U0075,app_push,exposed,2026-05-01 19:48:00
T00649,C001,U0104,app_push,exposed,2026-05-01 19:49:00
T00650,C001,U0084,app_push,exposed,2026-05-01 19:50:00
T00651,C002,U0159,wechat,exposed,2026-05-01 19:51:00
T00652,C004,U0177,app_push,exposed,2026-05-01 19:52:00
T00653,C003,U0023,app_push,exposed,2026-05-01 19:53:00
T00654,C004,U0028,app_push,exposed,2026-05-01 19:54:00
T00655,C002,U0112,wechat,exposed,2026-05-01 19:55:00
T00656,C005,U0103,app_push,exposed,2026-05-01 19:56:00
T00657,C005,U0021,app_push,exposed,2026-05-01 19:57:00
T00658,C004,U0080,app_push,exposed,2026-05-01 19:58:00
T00659,C003,U0057,app_push,exposed,2026-05-01 19:59:00
T00660,C003,U0200,app_push,exposed,2026-05-01 20:00:00
T00661,C002,U0020,wechat,exposed,2026-05-01 20:01:00
T00662,C005,U0163,app_push,exposed,2026-05-01 20:02:00
T00663,C001,U0136,app_push,exposed,2026-05-01 20:03:00
T00664,C005,U0050,app_push,exposed,2026-05-01 20:04:00
T00665,C003,U0090,app_push,exposed,2026-05-01 20:05:00
T00666,C002,U0061,wechat,exposed,2026-05-01 20:06:00
T00667,C001,U0038,app_push,exposed,2026-05-01 20:07:00
T00668,C003,U0051,app_push,exposed,2026-05-01 20:08:00
T00669,C002,U0155,wechat,exposed,2026-05-01 20:09:00
T00670,C002,U0195,wechat,exposed,2026-05-01 20:10:00
T00671,C001,U0046,app_push,exposed,2026-05-01 20:11:00
T00672,C004,U0119,app_push,exposed,2026-05-01 20:12:00
T00673,C005,U0195,app_push,exposed,2026-05-01 20:13:00
T00674,C005,U0115,app_push,exposed,2026-05-01 20:14:00
T00675,C005,U0165,app_push,exposed,2026-05-01 20:15:00
T00676,C005,U0083,app_push,exposed,2026-05-01 20:16:00
T00677,C003,U0039,app_push,exposed,2026-05-01 20:17:00
T00678,C004,U0018,app_push,exposed,2026-05-01 20:18:00
T00679,C004,U0114,app_push,exposed,2026-05-01 20:19:00
T00680,C003,U0071,app_push,exposed,2026-05-01 20:20:00
T00681,C005,U0015,app_push,exposed,2026-05-01 20:21:00
T00682,C003,U0130,app_push,exposed,2026-05-01 20:22:00
T00683,C001,U0080,app_push,exposed,2026-05-01 20:23:00
T00684,C004,U0116,app_push,exposed,2026-05-01 20:24:00
T00685,C001,U0015,app_push,exposed,2026-05-01 20:25:00
T00686,C003,U0074,app_push,exposed,2026-05-01 20:26:00
T00687,C001,U0166,app_push,exposed,2026-05-01 20:27:00
T00688,C001,U0158,app_push,exposed,2026-05-01 20:28:00
T00689,C005,U0130,app_push,exposed,2026-05-01 20:29:00
T00690,C004,U0119,app_push,exposed,2026-05-01 20:30:00
T00691,C005,U0142,app_push,exposed,2026-05-01 20:31:00
T00692,C001,U0116,app_push,exposed,2026-05-01 20:32:00
T00693,C005,U0167,app_push,exposed,2026-05-01 20:33:00
T00694,C002,U0083,wechat,exposed,2026-05-01 20:34:00
T00695,C005,U0122,app_push,exposed,2026-05-01 20:35:00
T00696,C005,U0039,app_push,exposed,2026-05-01 20:36:00
T00697,C001,U0116,app_push,exposed,2026-05-01 20:37:00
T00698,C001,U0088,app_push,exposed,2026-05-01 20:38:00
T00699,C001,U0130,app_push,exposed,2026-05-01 20:39:00
T00700,C002,U0011,wechat,exposed,2026-05-01 20:40:00
T00701,C002,U0182,wechat,exposed,2026-05-01 20:41:00
T00702,C004,U0113,app_push,exposed,2026-05-01 20:42:00
T00703,C005,U0134,app_push,exposed,2026-05-01 20:43:00
T00704,C005,U0041,app_push,exposed,2026-05-01 20:44:00
T00705,C003,U0096,app_push,exposed,2026-05-01 20:45:00
T00706,C003,U0100,app_push,exposed,2026-05-01 20:46:00
T00707,C004,U0199,app_push,exposed,2026-05-01 20:47:00
T00708,C003,U0174,app_push,exposed,2026-05-01 20:48:00
T00709,C005,U0014,app_push,exposed,2026-05-01 20:49:00
T00710,C003,U0017,app_push,exposed,2026-05-01 20:50:00
T00711,C003,U0025,app_push,exposed,2026-05-01 20:51:00
T00712,C005,U0174,app_push,exposed,2026-05-01 20:52:00
T00713,C004,U0073,app_push,exposed,2026-05-01 20:53:00
T00714,C003,U0186,app_push,exposed,2026-05-01 20:54:00
T00715,C005,U0039,app_push,exposed,2026-05-01 20:55:00
T00716,C003,U0021,app_push,exposed,2026-05-01 20:56:00
T00717,C005,U0170,app_push,exposed,2026-05-01 20:57:00
T00718,C002,U0090,wechat,exposed,2026-05-01 20:58:00
T00719,C003,U0168,app_push,exposed,2026-05-01 20:59:00
T00720,C004,U0034,app_push,exposed,2026-05-01 21:00:00
T00721,C005,U0182,app_push,exposed,2026-05-01 21:01:00
T00722,C001,U0080,app_push,exposed,2026-05-01 21:02:00
T00723,C005,U0097,app_push,exposed,2026-05-01 21:03:00
T00724,C003,U0033,app_push,exposed,2026-05-01 21:04:00
T00725,C005,U0024,app_push,exposed,2026-05-01 21:05:00
T00726,C004,U0131,app_push,exposed,2026-05-01 21:06:00
T00727,C003,U0005,app_push,exposed,2026-05-01 21:07:00
T00728,C003,U0080,app_push,exposed,2026-05-01 21:08:00
T00729,C002,U0055,wechat,exposed,2026-05-01 21:09:00
T00730,C003,U0197,app_push,exposed,2026-05-01 21:10:00
T00731,C004,U0050,app_push,exposed,2026-05-01 21:11:00
T00732,C002,U0036,wechat,exposed,2026-05-01 21:12:00
T00733,C002,U0020,wechat,exposed,2026-05-01 21:13:00
T00734,C003,U0026,app_push,exposed,2026-05-01 21:14:00
T00735,C005,U0198,app_push,exposed,2026-05-01 21:15:00
T00736,C005,U0190,app_push,exposed,2026-05-01 21:16:00
T00737,C005,U0010,app_push,exposed,2026-05-01 21:17:00
T00738,C003,U0197,app_push,exposed,2026-05-01 21:18:00
T00739,C005,U0034,app_push,exposed,2026-05-01 21:19:00
T00740,C005,U0097,app_push,exposed,2026-05-01 21:20:00
T00741,C002,U0042,wechat,exposed,2026-05-01 21:21:00
T00742,C002,U0178,wechat,exposed,2026-05-01 21:22:00
T00743,C005,U0043,app_push,exposed,2026-05-01 21:23:00
T00744,C004,U0012,app_push,exposed,2026-05-01 21:24:00
T00745,C004,U0094,app_push,exposed,2026-05-01 21:25:00
T00746,C002,U0114,wechat,exposed,2026-05-01 21:26:00
T00747,C005,U0073,app_push,exposed,2026-05-01 21:27:00
T00748,C004,U0060,app_push,exposed,2026-05-01 21:28:00
T00749,C005,U0062,app_push,exposed,2026-05-01 21:29:00
T00750,C003,U0121,app_push,exposed,2026-05-01 21:30:00
T00751,C002,U0095,wechat,exposed,2026-05-01 21:31:00
T00752,C005,U0113,app_push,exposed,2026-05-01 21:32:00
T00753,C004,U0197,app_push,exposed,2026-05-01 21:33:00
T00754,C003,U0200,app_push,exposed,2026-05-01 21:34:00
T00755,C004,U0129,app_push,exposed,2026-05-01 21:35:00
T00756,C005,U0108,app_push,exposed,2026-05-01 21:36:00
T00757,C002,U0052,wechat,exposed,2026-05-01 21:37:00
T00758,C005,U0036,app_push,exposed,2026-05-01 21:38:00
T00759,C003,U0014,app_push,exposed,2026-05-01 21:39:00
T00760,C004,U0096,app_push,exposed,2026-05-01 21:40:00
T00761,C005,U0027,app_push,exposed,2026-05-01 21:41:00
T00762,C005,U0032,app_push,exposed,2026-05-01 21:42:00
T00763,C003,U0022,app_push,exposed,2026-05-01 21:43:00
T00764,C002,U0070,wechat,exposed,2026-05-01 21:44:00
T00765,C004,U0132,app_push,exposed,2026-05-01 21:45:00
T00766,C002,U0112,wechat,exposed,2026-05-01 21:46:00
T00767,C001,U0057,app_push,exposed,2026-05-01 21:47:00
T00768,C004,U0090,app_push,exposed,2026-05-01 21:48:00
T00769,C001,U0107,app_push,exposed,2026-05-01 21:49:00
T00770,C001,U0102,app_push,exposed,2026-05-01 21:50:00
T00771,C005,U0096,app_push,exposed,2026-05-01 21:51:00
T00772,C002,U0099,wechat,exposed,2026-05-01 21:52:00
T00773,C001,U0096,app_push,exposed,2026-05-01 21:53:00
T00774,C002,U0008,wechat,exposed,2026-05-01 21:54:00
T00775,C003,U0026,app_push,exposed,2026-05-01 21:55:00
T00776,C003,U0038,app_push,exposed,2026-05-01 21:56:00
T00777,C002,U0010,wechat,exposed,2026-05-01 21:57:00
T00778,C003,U0121,app_push,exposed,2026-05-01 21:58:00
T00779,C002,U0195,wechat,exposed,2026-05-01 21:59:00
T00780,C004,U0115,app_push,exposed,2026-05-01 22:00:00
T00781,C005,U0002,app_push,exposed,2026-05-01 22:01:00
T00782,C001,U0005,app_push,exposed,2026-05-01 22:02:00
T00783,C003,U0056,app_push,exposed,2026-05-01 22:03:00
T00784,C002,U0141,wechat,exposed,2026-05-01 22:04:00
T00785,C005,U0136,app_push,exposed,2026-05-01 22:05:00
T00786,C004,U0029,app_push,exposed,2026-05-01 22:06:00
T00787,C003,U0061,app_push,exposed,2026-05-01 22:07:00
T00788,C003,U0032,app_push,exposed,2026-05-01 22:08:00
T00789,C001,U0062,app_push,exposed,2026-05-01 22:09:00
T00790,C004,U0164,app_push,exposed,2026-05-01 22:10:00
T00791,C005,U0118,app_push,exposed,2026-05-01 22:11:00
T00792,C001,U0029,app_push,exposed,2026-05-01 22:12:00
T00793,C004,U0153,app_push,exposed,2026-05-01 22:13:00
T00794,C005,U0005,app_push,exposed,2026-05-01 22:14:00
T00795,C005,U0148,app_push,exposed,2026-05-01 22:15:00
T00796,C002,U0184,wechat,exposed,2026-05-01 22:16:00
T00797,C002,U0075,wechat,exposed,2026-05-01 22:17:00
T00798,C004,U0001,app_push,exposed,2026-05-01 22:18:00
T00799,C005,U0091,app_push,exposed,2026-05-01 22:19:00
T00800,C002,U0147,wechat,exposed,2026-05-01 22:20:00
T00801,C004,U0048,app_push,exposed,2026-05-01 22:21:00
T00802,C001,U0135,app_push,exposed,2026-05-01 22:22:00
T00803,C003,U0018,app_push,exposed,2026-05-01 22:23:00
T00804,C005,U0140,app_push,exposed,2026-05-01 22:24:00
T00805,C005,U0130,app_push,exposed,2026-05-01 22:25:00
T00806,C005,U0006,app_push,exposed,2026-05-01 22:26:00
T00807,C004,U0121,app_push,exposed,2026-05-01 22:27:00
T00808,C001,U0163,app_push,exposed,2026-05-01 22:28:00
T00809,C004,U0096,app_push,exposed,2026-05-01 22:29:00
T00810,C003,U0192,app_push,exposed,2026-05-01 22:30:00
T00811,C001,U0092,app_push,exposed,2026-05-01 22:31:00
T00812,C001,U0089,app_push,exposed,2026-05-01 22:32:00
T00813,C002,U0188,wechat,exposed,2026-05-01 22:33:00
T00814,C001,U0198,app_push,exposed,2026-05-01 22:34:00
T00815,C005,U0189,app_push,exposed,2026-05-01 22:35:00
T00816,C003,U0035,app_push,exposed,2026-05-01 22:36:00
T00817,C001,U0091,app_push,exposed,2026-05-01 22:37:00
T00818,C005,U0087,app_push,exposed,2026-05-01 22:38:00
T00819,C002,U0200,wechat,exposed,2026-05-01 22:39:00
T00820,C004,U0179,app_push,exposed,2026-05-01 22:40:00
T00821,C004,U0162,app_push,exposed,2026-05-01 22:41:00
T00822,C002,U0035,wechat,exposed,2026-05-01 22:42:00
T00823,C001,U0184,app_push,exposed,2026-05-01 22:43:00
T00824,C004,U0010,app_push,exposed,2026-05-01 22:44:00
T00825,C003,U0052,app_push,exposed,2026-05-01 22:45:00
T00826,C001,U0052,app_push,exposed,2026-05-01 22:46:00
T00827,C001,U0081,app_push,exposed,2026-05-01 22:47:00
T00828,C003,U0132,app_push,exposed,2026-05-01 22:48:00
T00829,C004,U0140,app_push,exposed,2026-05-01 22:49:00
T00830,C004,U0065,app_push,exposed,2026-05-01 22:50:00
T00831,C001,U0193,app_push,exposed,2026-05-01 22:51:00
T00832,C002,U0074,wechat,exposed,2026-05-01 22:52:00
T00833,C003,U0200,app_push,exposed,2026-05-01 22:53:00
T00834,C001,U0168,app_push,exposed,2026-05-01 22:54:00
T00835,C003,U0070,app_push,exposed,2026-05-01 22:55:00
T00836,C001,U0095,app_push,exposed,2026-05-01 22:56:00
T00837,C004,U0103,app_push,exposed,2026-05-01 22:57:00
T00838,C004,U0099,app_push,exposed,2026-05-01 22:58:00
T00839,C003,U0048,app_push,exposed,2026-05-01 22:59:00
T00840,C004,U0178,app_push,exposed,2026-05-01 23:00:00
T00841,C004,U0095,app_push,exposed,2026-05-01 23:01:00
T00842,C005,U0069,app_push,exposed,2026-05-01 23:02:00
T00843,C001,U0187,app_push,exposed,2026-05-01 23:03:00
T00844,C004,U0021,app_push,exposed,2026-05-01 23:04:00
T00845,C004,U0155,app_push,exposed,2026-05-01 23:05:00
T00846,C002,U0140,wechat,exposed,2026-05-01 23:06:00
T00847,C003,U0083,app_push,exposed,2026-05-01 23:07:00
T00848,C001,U0021,app_push,exposed,2026-05-01 23:08:00
T00849,C003,U0170,app_push,exposed,2026-05-01 23:09:00
T00850,C003,U0079,app_push,exposed,2026-05-01 23:10:00
T00851,C004,U0155,app_push,exposed,2026-05-01 23:11:00
T00852,C004,U0043,app_push,exposed,2026-05-01 23:12:00
T00853,C004,U0090,app_push,exposed,2026-05-01 23:13:00
T00854,C004,U0011,app_push,exposed,2026-05-01 23:14:00
T00855,C003,U0158,app_push,exposed,2026-05-01 23:15:00
T00856,C004,U0071,app_push,exposed,2026-05-01 23:16:00
T00857,C001,U0020,app_push,exposed,2026-05-01 23:17:00
T00858,C004,U0094,app_push,exposed,2026-05-01 23:18:00
T00859,C005,U0192,app_push,exposed,2026-05-01 23:19:00
T00860,C002,U0008,wechat,exposed,2026-05-01 23:20:00
T00861,C002,U0156,wechat,exposed,2026-05-01 23:21:00
T00862,C004,U0009,app_push,exposed,2026-05-01 23:22:00
T00863,C002,U0018,wechat,exposed,2026-05-01 23:23:00
T00864,C002,U0200,wechat,exposed,2026-05-01 23:24:00
T00865,C003,U0093,app_push,exposed,2026-05-01 23:25:00
T00866,C004,U0146,app_push,exposed,2026-05-01 23:26:00
T00867,C001,U0155,app_push,exposed,2026-05-01 23:27:00
T00868,C002,U0174,wechat,exposed,2026-05-01 23:28:00
T00869,C004,U0095,app_push,exposed,2026-05-01 23:29:00
T00870,C003,U0114,app_push,exposed,2026-05-01 23:30:00
T00871,C001,U0147,app_push,exposed,2026-05-01 23:31:00
